sentence1,sentence2,gold_score,predicted_score,error,signed_error,error_category
I guess those are greek tickets (εισιτηριον) for excavation sites or museums.,That is indeed Greek Looks like a Ticket to a museum or field.,0.6800000190734863,0.7602241039276123,0.08022408485412602,0.08022408485412602,Good
These are tickets to the archaeological sites of Epidaurus (which includes the still in use theatre) and Mycenae.,I guess those are greek tickets (εισιτηριον) for excavation sites or museums.,0.5199999809265137,0.6915203332901001,0.17152035236358643,0.17152035236358643,Fair
Looks like you've rediscovered Jaspers's concept of the Axial Age.,There was no influence from China to the culture of Greece.,0.0800000011920929,0.05849357321858406,0.021506427973508838,-0.021506427973508838,Excellent
"Yes, I can tell you from personal experience that they certainly did whistle.",It is true that bombs in World War II would make a whistling sound as they fell.,0.5599999904632569,0.6069018840789795,0.04690189361572261,0.04690189361572261,Excellent
"By the time that Qin had totally collapsed, Xiang Yu was China's hegemon.","The Han Dynasty came after the Qin Dyansty, after the government under Shi Huang Di collapsed.",0.4,0.6617407202720642,0.2617407202720642,0.2617407202720642,Poor
"There were indeed some serious issues surrounding Kennedy's election in 1960, one of the closest elections in History.",As per your original question: The  Wikipedia section does not claim that Joseph P Kennedy bought John F Kennedy's victory.,0.3200000047683716,0.3848702311515808,0.06487022638320922,0.06487022638320922,Good
"""The grass family is one of the most widely distributed and abundant groups of plants on Earth.","As noted on the Wiki page, grass seed was imported to the new world to improve pasturage for livestock.",0.27999999523162844,0.5183730125427246,0.23837301731109617,0.23837301731109617,Poor
http://en.wikipedia.org/wiki/History_of_Delhi#Early_history shows that the city was called Delhi (or Dilli) at least since the 12/13th century.,"I am not exactly sure but I remember the media (in India) addressing Delhi as ""HASTHINA"".",0.24000000953674316,0.5995904207229614,0.35959041118621826,0.35959041118621826,Poor
"Dominus, plural Domini, in ancient Rome, “master,” or “owner,” particularly of slaves.","A greek-speaking slave (δούλος, doulos) I think would call his master κύριος (translit: kurios; lord, master, sir; vocative form: κύριε).",0.4400000095367432,0.6024675965309143,0.16246758699417113,0.16246758699417113,Fair
"The bulk of India then was not controlled by Porus, but by the Nanda dynasty, centered at Pataliputra.","I believe Alexander lost heart after his horse, Bucephelus, died from a wound received in the battle against Porus.",0.12000000476837158,0.19632413983345032,0.07632413506507874,0.07632413506507874,Good
"Yes, this is true and yes, in most cases indefinite articles indeed developed from numerals, as @MGN already said.","Indefinite articles developed from numerals, and the definite articles developed from demonstratives.",0.5199999809265137,0.7763042449951172,0.2563042640686035,0.2563042640686035,Poor
Preserving grammaticality and preserving meaning of the sentence are two different things.,"In fact, you can remove pretty much and preserve grammaticality if you don't care about preserving meaning.",0.6,0.6827647686004639,0.08276476860046389,0.08276476860046389,Good
In some nowadays Indo-European languages you can still see rests of base-20 numeral systems.,"Modern Englishes, and many other well-known languages, use base 10 (ie decimal) systems of numerals.",0.4400000095367432,0.734984815120697,0.29498480558395385,0.29498480558395385,Poor
The difficulty arises not from the various linguistic properties of the language pair as many here suggest.,It depends on generally syntactic structure of two languages and -yes- some pragmatic issues.,0.3599999904632568,0.5616492629051208,0.20164927244186404,0.20164927244186404,Fair
"In English, certainly the most common use of do is Do-Support.","In traditional grammar, the word doing is a participle in all your examples.",0.12000000476837158,0.5842322111129761,0.4642322063446045,0.4642322063446045,Poor
A caveat: I'm experiencing the tail end of a three day migraine.,I agree with the commentators that your question is a little confusing.,0.0,-0.021319735795259476,0.021319735795259476,-0.021319735795259476,Excellent
The reason for this is that Russian is a much more tonal language than English.,"Although I am quite fluent in Russian, I wouldn't say English sound particularly 'cold' to me.",0.3200000047683716,0.5257677435874939,0.2057677388191223,0.2057677388191223,Poor
"Palatalisation of /k/ before front vowels happens all over the place: Russian, Greek, Turkish, Persian etc.","Sinhala, one of the languages spoken in Sri Lanka has a four way deixis system.",0.1600000023841858,0.2502495050430298,0.09024950265884399,0.09024950265884399,Good
All the same methods of analysis that are used with spoken languages apply successfully to signed languages.,One idea that's been going around at least since the 80s is that you can distinguish between Holds and Moves.,0.04000000059604645,0.22045031189918518,0.18045031130313874,0.18045031130313874,Fair
"Newspeak, a ""deliberately impoverished"" language designed to prevent people from communicating and thinking about subversive ideas.",Every language is permeated by the cultural values in which it is immersed.,0.2,0.3183392286300659,0.1183392286300659,0.1183392286300659,Fair
"In Russian, for example, animacy is not clear-cut in the distinction animate/inanimate.","As in Russian, Polish marks animate masculine nouns by having a genitive-accusative vs. the nominative-accusative of inanimate masculines.",0.5599999904632569,0.4766155481338501,0.08338444232940678,-0.08338444232940678,Good
"As you can see from this map on the Wals.info site, there are many.",This is an example I always find is helpful for first year.,0.12000000476837158,0.12958478927612305,0.009584784507751465,0.009584784507751465,Excellent
"Zipf’s law, as I understand it, is not really about languages, but about statistics and probability.","As with all natural laws, Zipf's law is an approximation.",0.5599999904632569,0.7328977584838867,0.17289776802062984,0.17289776802062984,Fair
A part of the question thusfar unattended is whether the concept of phoneme has always been contentious.,"""Phoneme"" is a theoretical construct which probably can't go away.",0.3200000047683716,0.6800724267959595,0.3600724220275879,0.3600724220275879,Poor
"If you arecomming from the non-linguistics environment, the best book is to start with Is Fromkin, Introduction to language.",This is what they recommend at Oxford as introductory textbooks to students starting a Masters' in Linguistics.,0.27999999523162844,0.7059054970741272,0.42590550184249876,0.42590550184249876,Poor
From what I'm seeing it's generally accepted that most English speakers have a vocabulary size of 15000 to 20000 words.,According to a statistical estimation I know roughly 7000 words in English.,0.27999999523162844,0.7739369869232178,0.49393699169158933,0.49393699169158933,Poor
"A tent may give you slightly more protection than sleeping out in the open, but not much.","No, a tent will not give you any protection from bears that want what's inside.",0.6,0.6916897296905518,0.09168972969055178,0.09168972969055178,Good
A few points to add here: Coyotes are not know to be aggressive towards humans.,In general they are not considered dangerous because they rarely attack humans.,0.6400000095367432,0.3485246002674103,0.2914754092693329,-0.2914754092693329,Poor
"Nylon dries fast, is resistant to ripping and tearing, and fairly breathable.","Nylon, among other synthetics, is an ideal material for clothing for most outdoor pursuits for several reasons.",0.5599999904632569,0.5841432809829712,0.02414329051971431,0.02414329051971431,Excellent
GPS (wikipedia) is based on orbiting satellites and so is accurate worldwide.,"GPS systems can, and do, work everywhere you can get satellites.",0.6800000190734863,0.6406876444816589,0.03931237459182735,-0.03931237459182735,Excellent
"Different parts of California have different wildlife, so you should probably narrow the region.","American black bears They are somewhat common in some wilderness areas of California, mostly in the mountains.",0.4,0.5857040882110596,0.18570408821105955,0.18570408821105955,Fair
So it's important to have a basic understanding before you even get on skis.,Skiing is a sport where taking lessons pays off very quickly.,0.5599999904632569,0.6487104892730713,0.08871049880981441,0.08871049880981441,Good
"In a gym, the toprope will be wrapped over a cylindrical bar.","Alright, there are several different issues here that we must be sure to address.",0.0,-0.07549077272415161,0.07549077272415161,-0.07549077272415161,Good
I visit AZ every summer and include some hikes in the desert when I'm there.,"Apart from what has been said, your need of water also depends on what you eat.",0.04000000059604645,0.10915692150592804,0.0691569209098816,0.0691569209098816,Good
A wonderful woman I know has the Habenera bag by REI (link).,If you can settle on purple Nunatak and Feather Friends have good sleeping bags in those colors.,0.1600000023841858,0.35128992795944214,0.19128992557525634,0.19128992557525634,Fair
An embolism in a medical context refers to any large moving mass or defect in the blood stream.,Here is an interesting article on wikipedia to give overview of pressure related injuries.,0.0,0.2978156805038452,0.2978156805038452,0.2978156805038452,Poor
It would be unusual for a snake to attack a stationary person.,"I'm no herpetologist, but in my experience, snakes are in the ""you don't bug me, I won't bug you"" category.",0.8399999618530274,0.555631160736084,0.2843688011169434,-0.2843688011169434,Poor
"As I wrote above, it's hard to rate this wall.","Unlike others, I think the route is pretty well described.",0.04000000059604645,0.19700999557971954,0.1570099949836731,0.1570099949836731,Fair
"Once you open it up to toxins, the answer is clearly no, boiling is not enough.",Boiling eliminates only a certain class of contaminants that can make you ill.,0.6400000095367432,0.6397950649261475,0.00020494461059572533,-0.00020494461059572533,Excellent
"Different parts of California have different wildlife, so you should probably narrow the region.",You can get a rough estimate from using an online calorie estimation website.,0.0,0.11397287249565125,0.11397287249565125,0.11397287249565125,Fair
"If you wear a bear bell on your backpack, your fellow hikers will kill you for being annoying.","The above advice is quite good, just wanted to add on thing to consider regarding food in bear country.",0.12000000476837158,0.38516926765441895,0.26516926288604736,0.26516926288604736,Poor
"Oh friend, I have been down this miserable road just like you.","Yes, it is accepted practice to wash new Semi-Static rope (or Single Rope Technique/SRT Rope as it is known by cavers).",0.0,-0.05471227690577507,0.05471227690577507,-0.05471227690577507,Good
My opinion is to wait for the child to ask for it.,My opinion is to wait until the child itself expresses a desire for this.,0.9600000381469727,0.809650182723999,0.15034985542297363,-0.15034985542297363,Fair
You are safe to use the bottles as long as they have been properly sterilised.,I would say it's completely safe so long as the bottles have been adequately rinsed to remove any detergent residue.,0.7599999904632568,0.7875266075134277,0.0275266170501709,0.0275266170501709,Excellent
He is taking the diaper off because he is uncomfortable.,You can try putting the diaper on backwards which may only work for a little while.,0.3599999904632568,0.5802639722824097,0.22026398181915285,0.22026398181915285,Poor
I would recommend asking questions in a way that doesn't require a yes or no answer.,Would you be concerned with the mind changing if he wasn't shouting and/or misbehaving?,0.0800000011920929,0.06752659380435944,0.012473407387733462,-0.012473407387733462,Excellent
"Yes, twins can develop their own language, but it's not a given.","Here's what I saw with my fraternal twins: While learning to speak, all children develop some of their own dialect.",0.5199999809265137,0.7118339538574219,0.1918339729309082,0.1918339729309082,Fair
"Whatever you do, don't bite him back to show him that it hurts.","We always lightly bopped our kids on the mouth, therefore showing him that his mouth is what hurt you.",0.3200000047683716,0.5180138945579529,0.1980138897895813,0.1980138897895813,Fair
"A rule of thumb that I've heard is ""for small children, big dogs"".",Any breed of dog can be perfectly safe or extremely dangerous.,0.27999999523162844,0.4301684498786926,0.1501684546470642,0.1501684546470642,Fair
I know of no firm evidence indicating that baby talk is either helpful or detrimental in language development.,"Baby talk, when used correctly is beneficial to speech development.",0.4,0.830059826374054,0.43005982637405393,0.43005982637405393,Poor
A possibility is to have a family meeting with the stated goal of working out the reward(s) for chores.,"Many children, instead of being motivated by reward are motivated by being in control.",0.3599999904632568,0.42676621675491333,0.06676622629165652,0.06676622629165652,Good
The point is to get the air out that the infant sucks into the stomach while feeding.,"I've found with my baby that it's more accurate to go by his behavior than by ""rules"".",0.24000000953674316,0.32664668560028076,0.0866466760635376,0.0866466760635376,Good
You should have a consultation route with the school head which can lead to direct consultation with a health professional.,It is always difficult when parents refuse to see what seems obvious to a teacher.,0.1600000023841858,0.27194729447364807,0.11194729208946227,0.11194729208946227,Fair
You will be hard pressed to find scientific studies that answer these questions with any certainty.,The topics you mention are very broad and not closely related in the scientific world.,0.4400000095367432,0.4964348077774048,0.05643479824066161,0.05643479824066161,Good
"Although cheese is very healthy and also good during pregnancy, some types might contain Listeria, which can cause serious problems.","As was mentioned, the problem with cheese is the potential for Listeria.",0.6400000095367432,0.7451450824737549,0.1051450729370117,0.1051450729370117,Good
"Both of our children slept in a portable pen for at least their first year, and there were no problems.",Yours looks like the one we used for my kids (same brand and everything).,0.27999999523162844,0.0753517597913742,0.20464823544025423,-0.20464823544025423,Poor
I have never read anything that said teethers were bad--where did you read that?,We used a clean cloth or baby sock wrapped around an ice cube with our kids and grandkids.,0.27999999523162844,0.06625323742628098,0.21374675780534746,-0.21374675780534746,Poor
I'm facing a similar situation; being Danish and living in (German-speaking) Austria.,An alternative would be to expose her solely or additionally to Hindi in daycare.,0.0,0.09097589552402496,0.09097589552402496,0.09097589552402496,Good
My son didn't become potty trained until about his 4th birthday.,Here are some things that worked with my son who started toilet training around 2.5 years.,0.3200000047683716,0.702732503414154,0.38273249864578246,0.38273249864578246,Poor
"Show her how much fun splashing is - that's what we did, and made a game of it.",You can put her toys near her or give he toys to her.,0.1600000023841858,0.4243916869163513,0.26439168453216555,0.26439168453216555,Poor
"Our daughter has always loved her bath, but coming out... not so much.",My wife and I originally had the same problem with our newborn twins fussing when bath time was over.,0.5599999904632569,0.5200403928756714,0.039959597587585494,-0.039959597587585494,Excellent
Playing doctor is something all kids want to try at some point.,I have been in a simular situation with my daughter and a female friend when they were 5 and 4.,0.3599999904632568,0.22261439263820648,0.13738559782505033,-0.13738559782505033,Fair
"Most doctors do recommend rice cereal as the first food, as there is almost no worry of allergic reaction.",Eating off a spoon has to be an unusual experience for them.,0.1340000033378601,0.28378283977508545,0.14978283643722534,0.14978283643722534,Fair
"Most of the literature I can find about infant sleeping has to do primarily with waking habits, not eating habits.","In my experience, babies tend to wake up by themselves when they get hungry.",0.5199999809265137,0.6617518663406372,0.14175188541412354,0.14175188541412354,Fair
Here is my advice based on my personal experience pumping breastmilk for twin boys for a full year.,"I understand that the first 3 days are the most important, so much so it is vital you do it then.",0.0800000011920929,0.2219894677400589,0.14198946654796601,0.14198946654796601,Fair
"It is possible, but it will have to be a docile female betta and a bigish tank.",We tried putting a male betta in a community tank once.,0.48000001907348633,0.69187331199646,0.21187329292297363,0.21187329292297363,Poor
Turtles love eating goldfish and lots of things that fit into their mouths.,"First, the turtles are eating the fish because fish are food, not friends.",0.5599999904632569,0.6522476673126221,0.09224767684936519,0.09224767684936519,Good
"Given that the amount of shedding is normal, I don't think there's anything you can do to lessen it.",To reduce the amount of fur a cat malts over your furniture and clothes you could try a deshedder brush.,0.4,0.5224554538726807,0.12245545387268064,0.12245545387268064,Fair
"My experience with Danios has that they always have been ""bossy"" fish.","Breed Zebra Danios are extremely hardy fish, they are almost difficult to kill.",0.6,0.6694800853729248,0.06948008537292483,0.06948008537292483,Good
I have seen cats not like using the litterbox for a variety of reasons.,"I think Keltari has some good ideas.... A cat can change its ""taste"" in litter material.",0.5199999809265137,0.5313307046890259,0.011330723762512207,0.011330723762512207,Excellent
Cats (and all animals in general) do not understand the concepts of order or tidiness.,They don't intend to leave those items around the house or untidy the house.,0.3599999904632568,0.17712581157684326,0.18287417888641355,-0.18287417888641355,Fair
"It does sound like your cat is upset about something, and trying to communicate it to you.",Something is bothering your cat and he does not like it.,0.7599999904632568,0.6622536778450012,0.09774631261825562,-0.09774631261825562,Good
I have noticed most cats don't lick people a great deal.,Cats may or may not lick a person based on all kinds of things.,0.6,0.809627890586853,0.20962789058685305,0.20962789058685305,Poor
How could be you so sure that the fish died a natural death.,"In my 200 L fresh water tank, which is an aggressive tank, fish occasionally get harassed to death.",0.27999999523162844,0.5189388990402222,0.23893890380859373,0.23893890380859373,Poor
"First, double-check the dog's body language to make sure that it is truly aggressive.","First, you should realize that this is not you or your dog's problem.",0.3200000047683716,0.5723782777786255,0.2523782730102539,0.2523782730102539,Poor
"The appropriate pH level of the water does vary a bit by fish, but too acidic can definitely kill them.",The info you've been given in the previous answers is good.,0.0,0.000726792961359024,0.000726792961359024,0.000726792961359024,Excellent
My guess is that means your cat only marginally likes the food you're feeding him.,Some researchers believe domestic cats never really mentally grow up completely and they always look at you like their mom.,0.12000000476837158,0.3851868510246277,0.2651868462562561,0.2651868462562561,Poor
Cover the entrance to the doorway with a old carpet and use a staple guns to secure it.,I started to dig into this because you caught my curiosity itch with the question...,0.0,0.0091952383518219,0.0091952383518219,0.0091952383518219,Excellent
Try switching to rats; weanling rats if you need something smaller.,"As mentioned in previous answers, rats and gerbils can be offered instead of mice or in a rotation with mice.",0.6800000190734863,0.48723387718200684,0.19276614189147945,-0.19276614189147945,Fair
You should take this animal to a vet right away.,"As covered in the other answers, your only option is to see a vet in order to have surgery done.",0.7199999809265136,0.6472534537315369,0.07274652719497676,-0.07274652719497676,Good
The main cause of the allergies is proteins in the saliva.,"Allergies to animals, particularly furry ones, can be across the board rather than species specific.",0.4400000095367432,0.4604255259037018,0.020425516366958607,0.020425516366958607,Excellent
There are a few things to help your bun gain a bit of weight.,John Cavan has some reasonable and appropriate methods for increasing a rabbits weight in his answer.,0.6,0.5772346258163452,0.022765374183654763,-0.022765374183654763,Excellent
Stocking is very subjective to the specific inhabitants as well as the setup and your aquarium experience.,You'll always want to add fish into a tank slowly.,0.3599999904632568,0.44335296750068665,0.08335297703742983,0.08335297703742983,Good
The best approach is play with your cat each night in the evening before bedtime.,A trick I did was to grab and hold my cats close if they disturbed me during the night.,0.48000001907348633,0.6471230387687683,0.16712301969528198,0.16712301969528198,Fair
"I don't have direct experience with bettas, but I've never heard that pairs will work long-term in any male/female combination.",Bettas are highly territorial and no matter what sexes you keep together they will fight.,0.5199999809265137,0.7160985469818115,0.19609856605529785,0.19609856605529785,Fair
We always put it crushed up in a bit of butter or on a sardine.,"We had a cat that required daily medication, and it was a struggle to give the cat a pill.",0.27999999523162844,0.1873430609703064,0.09265693426132204,-0.09265693426132204,Good
The biggest reason I can think of is that you're taking away a defence mechanism for the cat.,"Cats don't usually like to have their paws held, touched, or anything like that.",0.3200000047683716,0.5712152123451233,0.2512152075767517,0.2512152075767517,Poor
"Breed Zebra Danios are extremely hardy fish, they are almost difficult to kill.",Supposedly Danios need to school which mean you need at least 5-8 Danios in your tank.,0.3200000047683716,0.5752854347229004,0.2552854299545288,0.2552854299545288,Poor
Clean the urinated zone with vinegar (I used to do that when my feline daughter was a baby kitten).,Others have made some good suggestions about how to neutralize the odors in the area.,0.27999999523162844,0.48346376419067383,0.2034637689590454,0.2034637689590454,Fair
Aristotle didn't put the world at the center of the universe per se.,Why did Aristotle place the earth at the centre of an infinite universe?,0.5599999904632569,0.8112200498580933,0.2512200593948364,0.2512200593948364,Poor
I don't think that positivism is a position of mostly leftist philosophers.,I am not convinced that positivism is routinely asociated to a leftist ideology.,0.7599999904632568,0.865244448184967,0.1052444577217102,0.1052444577217102,Good
Well for one a being could have a non-physical existance and yet not even be in your mind.,"The difference is huge, as not all non-physical things exist in minds.",0.6800000190734863,0.6273931264877319,0.05260689258575435,-0.05260689258575435,Good
People who are good at the philosophy of mathematics are mathematicians and not philosophers.,My motivation is that I like to look at things from their roots and go up.,0.0,0.08660107105970383,0.08660107105970383,0.08660107105970383,Good
"The difference between ""necessary"" and ""sufficient"" is the direction of the logical arrow.","sufficient is an upper bound, necessary is a lower bound.",0.4,0.766017496585846,0.3660174965858459,0.3660174965858459,Poor
"I have no idea why it is voted up, but Rex Kerr's answer begs the question.","It's a tautology, but the mapping between logic and the English-language description is wrong.",0.0,0.08375959098339081,0.08375959098339081,0.08375959098339081,Good
"It's true that, under one understanding of ""accessibility"" and ""determining"", your accessibility relation is determined by your axioms.",Accessibility is determined by the axioms of the modal logic you're working within.,0.7599999904632568,0.7603849172592163,0.00038492679595947266,0.00038492679595947266,Excellent
I once met a physicists who held the strong AI position.,"Although I believe Searle is mistaken, I don't think you have found the problem.",0.04000000059604645,0.04078374430537224,0.000783743709325789,0.000783743709325789,Excellent
If a statement is not provable an inconsistency or self-contradiction may or will develop that invalidates the system.,Should arrival at this point be the focus for examination of any system?,0.12000000476837158,0.13908877968788147,0.019088774919509888,0.019088774919509888,Excellent
The Question is (from Hinduism); do you exist because of pregnancy?,The least that can be said is that we must be born with the ability and 'knowledge' to learn.,0.3599999904632568,0.20873579382896423,0.15126419663429258,-0.15126419663429258,Fair
"I think that for an understanding Wittgenstein's ""solution"", you must take in account the original (historical) context.",Wittgenstein is alluding to how Russell himself solved the Paradox - the theory of ramified types.,0.3599999904632568,0.5652351379394531,0.2052351474761963,0.2052351474761963,Poor
"Forget for a moment that you ever learned anything about so-called ""complex"" or ""imaginary"" numbers.","As others have already mentioned, numbers are of course abstractions.",0.24000000953674316,0.41657280921936035,0.1765727996826172,0.1765727996826172,Fair
"The question of time is an incredibly difficult one, which has been treated of philosophers from Aristotle to Heidegger.","wikipedia, as much as it is a supposedly self correcting medium, is not necessarily a definitive account of anything.",0.0,0.18117545545101166,0.18117545545101166,0.18117545545101166,Fair
Not all negative claims can be validly reformulated into positive claims.,I don't think the burden of proof is on positive or negative versions.,0.2,0.6419719457626343,0.44197194576263427,0.44197194576263427,Poor
"As I understand it, nothing that can be changed, or broken down into smaller parts is inherently real.",Our interactions are merely depends on where we put our perception.,0.0800000011920929,0.3249954581260681,0.24499545693397523,0.24499545693397523,Poor
I can imagine a scenario where a single all powerful god create the universe that we know of.,It is the same idea as what Aristotle called the unmoved mover.,0.1600000023841858,0.22528719902038574,0.06528719663619995,0.06528719663619995,Good
"When I needed a travel tripod, I also opted for a Trekpod.",An alternative tripod that may serve your needs is the TrekPod.,0.6,0.7775323390960693,0.17753233909606936,0.17753233909606936,Fair
Fast Picture Viewer has an extensive pack for the low price of $9.99 and it appears to cover them all.,Fast Picture Viewer is $9.99 and works just fine on 64-bit Windows 7 (I'm using it myself).,0.7599999904632568,0.3998984396457672,0.3601015508174896,-0.3601015508174896,Poor
There are many compact cameras with underwater housings available from Canon and Olympus.,"There are waterproof compacts that go to 10 meters, such as some of the Olympus Tough models.",0.6400000095367432,0.6379573941230774,0.0020426154136657937,-0.0020426154136657937,Excellent
"Apart from aperture and focal length, depth of field also decreases with camera-subject distance.","The wider your aperture, the smaller your focal depth will be.",0.5199999809265137,0.610282301902771,0.09028232097625732,0.09028232097625732,Good
When printed on a lens the f-stop is usually expressed as a ratio with a colon (i.e.,It refers to the maximum f-stop (which is defined as the ratio of focal length to effective aperture diameter).,0.6,0.747505784034729,0.14750578403472903,0.14750578403472903,Fair
"You need to be embedding a color profile in you image, as also using a browser that supports color management.","In my experience, when the final production will be in sRGB, use that color profile from start to finish.",0.5199999809265137,0.4673951268196106,0.052604854106903076,-0.052604854106903076,Good
"I have a few Nikon lenses, and a Sigma 10-20mm for super-wide shots.","If your interest is primarily the optics, you need to look at individual lenses, not brands as a whole.",0.3599999904632568,0.45757973194122314,0.09757974147796633,0.09757974147796633,Good
I have found there is no single best way to increase size.,There are a very wide variety of solutions for resizing and sharpening images for use on the web.,0.5199999809265137,0.33594268560409546,0.1840572953224182,-0.1840572953224182,Fair
I've used Paint Shop Pro and DxO Optics Pro on Windows.,"In Linux I use Bibble, which is has some warts but which is the only serious option AFAICT.",0.1600000023841858,0.25721144676208496,0.09721144437789916,0.09721144437789916,Good
A class 6 card in theory should be more than enough bandwidth for HD (1080) video for the 550D (48 MBit).,"Some cards are too slow to accept an HD stream, so you need one that is fast enough.",0.3200000047683716,0.5891890525817871,0.2691890478134155,0.2691890478134155,Poor
"Here are many samples: Pbase.com Out of the 16k photos there, I'm sure some are with a d700.","It's a 1:1 lens, so that means that the size of the subject will be the same size on the sensor.",0.12000000476837158,0.12588101625442505,0.005881011486053467,0.005881011486053467,Excellent
"Same here, I've the 50mm f/1.4, and as my fastest lens I couldn't live without it for concerts and low-light photography.","I have the 18-55, 50/1.8 and 50/1.4 as well as the 20D - superseded by a 50D.",0.5199999809265137,0.413928359746933,0.10607162117958069,-0.10607162117958069,Good
"I use Elinchrom Skyports, but if money is not an issue then go for PocketWizards.","Or just go with the ultra-cheap YongNuo RF-602, which give you a lot of bang for the buck.",0.24000000953674316,0.3012324571609497,0.06123244762420654,0.06123244762420654,Good
"The short answer is that yes, you can do this.","Speaking from my own experience, I would rather carry different ND filters that combine two polarisers.",0.0,0.15277698636054993,0.15277698636054993,0.15277698636054993,Fair
"The terminology is usually called ""Destructive vs Non Destructive"" editing.",Lossless / nondestructive edits are reversible and would entail transforming and/or appending the data in a way that could be reversed.,0.48000001907348633,0.6456607580184937,0.16566073894500732,0.16566073894500732,Fair
"For what it's worth, dirt on the lens might not be as detrimental as you would think.","Regular dish washing fluid is great for removing grease, as it not only dissolves it but also binds it.",0.0800000011920929,0.17751331627368927,0.09751331508159637,0.09751331508159637,Good
"Large-format cameras are very much worth buying used; they're often extremely well-cared-for, if not coddled.","If I had to pick, Linhof would be my choice.",0.12000000476837158,0.05778227001428604,0.06221773475408554,-0.06221773475408554,Good
"Anil, there certainly is a difference in results, mainly in image quality.","If you want to learn photography, almost any camera will do to start with.",0.2,0.24667759239673615,0.046677592396736134,0.046677592396736134,Excellent
"Freezing motion generally requires one, maybe two things: fast shutter speed, and flash at the right time.","In addition to @Pearsonartphoto's answer, you can use flash (either the built-in or better yet, an extarnal) to freeze the motion.",0.5199999809265137,0.7369090914726257,0.21690911054611206,0.21690911054611206,Poor
Federal DOMA does not test the full faith and credit clause so much as the 9th and 10th Amendments to the Constitution.,DOMA as a congressional statute could not violate the Full Faith and Credit Clause of the Constitution.,0.8,0.7660682797431946,0.033931720256805464,-0.033931720256805464,Excellent
Public employees can unionize because the law allows them to.,The legal reasons why public employees can unionize have been elsewhere described.,0.7199999809265136,0.8829411268234253,0.16294114589691167,0.16294114589691167,Fair
The U.S. appears to have a smaller shadow economy for a few reasons in no particular order.,There are three main factors that drive the low shadow economy in the US.,0.5199999809265137,0.751366376876831,0.23136639595031738,0.23136639595031738,Poor
"Leaving aside heath care angle, you are working from a flawed premise that waging war doesn't save lives.",Healthcare They would probably reject your implied claim that Obama's healthcare law will save lives.,0.3200000047683716,0.3927482068538666,0.07274820208549498,0.07274820208549498,Good
The president is not really all that important for German people.,The function of the german president is almost just representative.,0.8,0.7480659484863281,0.05193405151367192,-0.05193405151367192,Good
"In a ""first-past-the-post"" system, it is difficult to sustain more than two parties.","While the 'first-past-the-post system favours two parties, it certainly doesn't guarantee the marginalization of third parties.",0.6,0.7498533129692078,0.14985331296920779,0.14985331296920779,Fair
The part of economics that is most like physics is called microeconomics.,Side note first: I don't think that physicists always agree on their theories and predictions.,0.12000000476837158,0.3546068072319031,0.2346068024635315,0.2346068024635315,Poor
"Let me share my opinion as Ukrainian citizen, from Kharkiv, eastern Ukraine.",I am sure this is more phylosophical and ethical question than it seems.,0.0,0.1329355239868164,0.1329355239868164,0.1329355239868164,Fair
"Most people want not only to be WELL off, but to become BETTER off as time goes by.","To start, the main drivers of economic growth are resources, technology, and institutions.",0.0800000011920929,0.037776973098516464,0.042223028093576434,-0.042223028093576434,Excellent
I'm not yet able to answer if the phenomenon has an official PoliSci name.,"There are 2 problems with the viewpoint you presented in the question, which explain the seeming contradiction.",0.0800000011920929,0.06974101811647415,0.010258983075618747,-0.010258983075618747,Excellent
"No, nothing in the Patient Protection and Affordable Care Act grants the President transitional authority.","There is always ""transitional authority"" by virtue of the writing of regulations.",0.4,0.4734818935394287,0.07348189353942869,0.07348189353942869,Good
Russian Federal Law is actually quite specific on this one and not as arbitrary as argued.,"The last round of presidential elections in Russia was held on March 4th, 2012 and December 4th, 2011 for the Duma.",0.12000000476837158,0.2429378628730774,0.12293785810470581,0.12293785810470581,Fair
This question has already been widely discussed and answered on Skeptics.,"Minimum wage laws hurt the least skilled, least productive the most.",0.0,0.09100861847400665,0.09100861847400665,0.09100861847400665,Good
According to Shia Muslims specially Iran state and Hezbollah a country called Israel does not exist.,"As with the definition of Palestine, the definition of Israel varies depending on whom you ask.",0.6400000095367432,0.5199540257453918,0.12004598379135134,-0.12004598379135134,Fair
Because there are more effective ways for Her Majesty to change or veto laws.,They do not veto laws because nobody will ever adopt a law which is contrary to the expressed queen's will.,0.5599999904632569,0.6472598314285278,0.08725984096527095,0.08725984096527095,Good
"Absolute majority always defined by the institution, or the context.","In countries like India, when you have 2/3 of the seats of all parliament, you have absolute majority.",0.5199999809265137,0.6379411220550537,0.11794114112854004,0.11794114112854004,Fair
Professor Burkhauser has done extensive research on who is hurt by higher minimum wages.,"Minimum wage laws hurt the least skilled, least productive the most.",0.5599999904632569,0.45811226963996887,0.10188772082328801,-0.10188772082328801,Good
The University constituencies are modelled on the University constituencies in use in Britain in 1922 when Ireland became independent.,"This is still a representational form of gov't, but with a unique twist.",0.04000000059604645,0.13867072761058807,0.09867072701454163,0.09867072701454163,Good
"Before you want to start the study of a subject, figure out what you want to achieve.","As Eugene suggests, try to figure out what you want to achieve.",0.6400000095367432,0.49497535824775696,0.14502465128898623,-0.14502465128898623,Fair
